iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million
USA,North America,United States,2021/2/3,26619229,121641,137380.429,458818,3907,3102.571,80419.988
USA,North America,United States,2021/2/4,26743204,123975,131004,462554,3736,3059.286,80794.532
USA,North America,United States,2021/2/5,26877601,134397,126408.143,466242,3688,3066.857,81200.562
USA,North America,United States,2021/2/6,26981588,103987,120933.143,468883,2641,3046.143,81514.72
USA,North America,United States,2021/2/7,27071236,89648,117740.429,470320,1437,2986.571,81785.557
USA,North America,United States,2021/2/8,27161551,90315,111328,471937,1617,2922.286,82058.41
USA,North America,United States,2021/2/9,27257183,95632,108513.571,475012,3075,2871.571,82347.326
USA,North America,United States,2021/2/10,27352360,95177,104733,478322,3310,2786.286,82634.868
USA,North America,United States,2021/2/11,27458120,105760,102130.857,481529,3207,2710.714,82954.382
USA,North America,United States,2021/2/12,27557758,99638,97165.286,484458,2929,2602.286,83255.401
USA,North America,United States,2021/2/13,27644880,87122,94756,486656,2198,2539,83518.607
USA,North America,United States,2021/2/14,27709901,65021,91237.857,487817,1161,2499.571,83715.044
USA,North America,United States,2021/2/15,27764087,54186,86076.571,488775,958,2405.429,83878.746
USA,North America,United States,2021/2/16,27826806,62719,81374.714,490524,1749,2216,84068.228
USA,North America,United States,2021/2/17,27896924,70118,77794.857,492930,2406,2086.857,84280.063
USA,North America,United States,2021/2/18,27966848,69924,72675.429,495449,2519,1988.571,84491.312
USA,North America,United States,2021/2/19,28046145,79297,69769.571,498080,2631,1946,84730.878
USA,North America,United States,2021/2/20,28117670,71525,67541.429,499898,1818,1891.714,84946.964
USA,North America,United States,2021/2/21,28174750,57080,66407,501147,1249,1904.286,85119.41
USA,North America,United States,2021/2/22,28230970,56220,66697.571,502470,1323,1956.429,85289.258
USA,North America,United States,2021/2/23,28303233,72263,68061,504744,2274,2031.429,85507.573
USA,North America,United States,2021/2/24,28377965,74732,68720.143,507923,3179,2141.857,85733.348
USA,North America,United States,2021/2/25,28455466,77501,69802.571,510369,2446,2131.429,85967.488
USA,North America,United States,2021/2/26,28532812,77346,69523.857,512437,2068,2051,86201.16
USA,North America,United States,2021/2/27,28597387,64575,68531,513952,1515,2007.714,86396.249
USA,North America,United States,2021/2/28,28648744,51357,67713.429,515046,1094,1985.571,86551.405
USA,North America,United States,2021/3/1,28706973,58229,68000.429,516568,1522,2014,86727.322
USA,North America,United States,2021/3/2,28764033,57060,65828.571,518518,1950,1967.714,86899.707
USA,North America,United States,2021/3/3,28831226,67193,64751.571,521009,2491,1869.429,87102.705
USA,North America,United States,2021/3/4,28899277,68051,63401.571,522947,1938,1796.857,87308.296
USA,North America,United States,2021/3/5,28965728,66451,61845.143,524732,1785,1756.429,87509.052
USA,North America,United States,2021/3/6,29023931,58203,60934.857,526238,1506,1755.143,87684.891
USA,North America,United States,2021/3/7,29064938,41007,59456.286,526936,698,1698.571,87808.778
USA,North America,United States,2021/3/8,29109974,45036,57571.571,527676,740,1586.857,87944.837
USA,North America,United States,2021/3/9,29167616,57642,57654.714,529483,1807,1566.429,88118.981
USA,North America,United States,2021/3/10,29225536,57920,56330,531056,1573,1435.286,88293.965
USA,North America,United States,2021/3/11,29288010,62474,55533.286,532623,1567,1382.286,88482.706
USA,North America,United States,2021/3/12,29349533,61523,54829.286,534193,1570,1351.571,88668.575
USA,North America,United States,2021/3/13,29402465,52932,54076.286,535189,996,1278.714,88828.489
USA,North America,United States,2021/3/14,29440686,38221,53678.286,535769,580,1261.857,88943.959
USA,North America,United States,2021/3/15,29497352,56666,55339.714,536525,756,1264.143,89115.154
USA,North America,United States,2021/3/16,29551309,53957,54813.286,537702,1177,1174.143,89278.165
USA,North America,United States,2021/3/17,29610445,59136,54987,538937,1235,1125.857,89456.822
USA,North America,United States,2021/3/18,29670983,60538,54710.429,540601,1664,1139.714,89639.715
USA,North America,United States,2021/3/19,29732612,61629,54725.571,541749,1148,1079.429,89825.904
USA,North America,United States,2021/3/20,29787986,55374,55074.429,542491,742,1043.143,89993.196
USA,North America,United States,2021/3/21,29821754,33768,54438.286,542931,440,1023.143,90095.213
USA,North America,United States,2021/3/22,29873347,51593,53713.571,543650,719,1017.857,90251.082
USA,North America,United States,2021/3/23,29926950,53603,53663,544527,877,975,90413.023
USA,North America,United States,2021/3/24,30013910,86960,57637.857,546039,1512,1014.571,90675.74
USA,North America,United States,2021/3/25,30081375,67465,58627.429,547450,1411,978.429,90879.56
USA,North America,United States,2021/3/26,30158696,77321,60869.143,548602,1152,979,91113.157
USA,North America,United States,2021/3/27,30221396,62700,61915.714,549389,787,985.429,91302.581
USA,North America,United States,2021/3/28,30264493,43097,63248.429,549911,522,997.143,91432.782
USA,North America,United States,2021/3/29,30333922,69429,65796.429,550622,711,996,91642.536
USA,North America,United States,2021/3/30,30395171,61249,66888.714,551506,884,997,91827.577
USA,North America,United States,2021/3/31,30462210,67039,64042.857,552597,1091,936.857,92030.11
USA,North America,United States,2021/4/1,30541255,79045,65697.143,553675,1078,889.286,92268.915
USA,North America,United States,2021/4/2,30611086,69831,64627.143,554627,952,860.714,92479.883
USA,North America,United States,2021/4/3,30674153,63067,64679.571,555363,736,853.429,92670.416
USA,North America,United States,2021/4/4,30709125,34972,63518.857,555657,294,820.857,92776.071
USA,North America,United States,2021/4/5,30786804,77679,64697.429,556173,516,793,93010.749
USA,North America,United States,2021/4/6,30847348,60544,64596.714,557033,860,789.571,93193.66
USA,North America,United States,2021/4/7,30922386,75038,65739.429,559624,2591,1003.857,93420.359
USA,North America,United States,2021/4/8,31002264,79878,65858.429,560645,1021,995.714,93661.68
USA,North America,United States,2021/4/9,31084962,82698,67696.571,561532,887,986.429,93911.521
USA,North America,United States,2021/4/10,31151497,66535,68192,562246,714,983.286,94112.531
USA,North America,United States,2021/4/11,31197877,46380,69821.714,562543,297,983.714,94252.651
USA,North America,United States,2021/4/12,31268107,70230,68757.571,563017,474,977.714,94464.825
USA,North America,United States,2021/4/13,31345985,77878,71233.857,563847,830,973.429,94700.104
USA,North America,United States,2021/4/14,31421360,75375,71282,564816,969,741.714,94927.821
USA,North America,United States,2021/4/15,31495649,74289,70483.571,565715,899,724.286,95152.257
USA,North America,United States,2021/4/16,31575640,79991,70096.857,566585,870,721.857,95393.92
USA,North America,United States,2021/4/17,31628013,52373,68073.714,567276,691,718.571,95552.145
USA,North America,United States,2021/4/18,31670031,42018,67450.571,567607,331,723.429,95679.087
USA,North America,United States,2021/4/19,31737964,67933,67122.429,568100,493,726.143,95884.321
USA,North America,United States,2021/4/20,31799237,61273,64750.286,568934,834,726.714,96069.434
USA,North America,United States,2021/4/21,31862094,62857,62962,569786,852,710,96259.333
USA,North America,United States,2021/4/22,31929351,67257,61957.429,570740,954,717.857,96462.525
USA,North America,United States,2021/4/23,31991750,62399,59444.286,571509,769,703.429,96651.04
USA,North America,United States,2021/4/24,32045113,53363,59585.714,572235,726,708.429,96812.256
USA,North America,United States,2021/4/25,32077178,32065,58163.857,572521,286,702,96909.128
USA,North America,United States,2021/4/26,32124869,47691,55272.143,573000,479,700,97053.209
USA,North America,United States,2021/4/27,32175725,50856,53784,573644,644,672.857,97206.851
USA,North America,United States,2021/4/28,32230850,55125,52679.429,574608,964,688.857,97373.39
USA,North America,United States,2021/4/29,32289049,58199,51385.429,575467,859,675.286,97549.217
USA,North America,United States,2021/4/30,32346971,57922,50745.857,576198,731,669.857,97724.206
USA,North America,United States,2021/5/1,32392274,45303,49594.429,576902,704,666.714,97861.072
USA,North America,United States,2021/5/2,32421641,29367,49209,577226,324,672.143,97949.794
USA,North America,United States,2021/5/3,32472201,50560,49618.857,577710,484,672.857,98102.542
USA,North America,United States,2021/5/4,32512934,40733,48172.714,578583,873,705.571,98225.601
USA,North America,United States,2021/5/5,32557444,44510,46656.286,579359,776,678.714,98360.071
USA,North America,United States,2021/5/6,32604810,47366,45108.714,580148,789,668.714,98503.17
USA,North America,United States,2021/5/7,32651865,47055,43556.286,580901,753,671.857,98645.329
USA,North America,United States,2021/5/8,32686358,34493,42012,581516,615,659.143,98749.537
USA,North America,United States,2021/5/9,32707750,21392,40872.714,581754,238,646.857,98814.164
USA,North America,United States,2021/5/10,32743300,35550,38728.429,582150,396,634.286,98921.565
